circuit,qubit_count,channel,param,depth,fidelity,success_probability,error_rate
bell_phi_plus,2,phase_damping,0.4,8,0.5083980888590338,1.0,0.0
bell_phi_plus,2,phase_damping,0.5,8,0.5019531338602167,1.0,0.0
bell_phi_plus,2,phase_damping,0.6,8,0.5003276888602814,1.0,0.0
bell_phi_plus,2,phase_damping,0.7,8,0.5000328138602841,1.0,0.0
bell_phi_plus,2,phase_damping,0.8,8,0.5000012888602829,1.0,0.0
bell_phi_plus,2,phase_damping,0.9,8,0.5000000138602829,1.0,0.0
bell_phi_plus,2,phase_damping,1.0,8,0.5000000088602834,1.0,0.0
ghz,2,bit_flip,0.0,1,0.9999999999999998,1.0,0.0
ghz,2,bit_flip,0.1,1,0.8199999999999991,0.808837890625,0.191162109375
ghz,2,bit_flip,0.2,1,0.6799999999999997,0.66943359375,0.33056640625
ghz,2,bit_flip,0.3,1,0.5800000000000001,0.570556640625,0.429443359375
ghz,2,bit_flip,0.4,1,0.5199999999999999,0.512451171875,0.487548828125
ghz,2,bit_flip,0.5,1,0.5000000000000003,0.489501953125,0.510498046875
ghz,2,phase_flip,0.0,1,0.9999999999999998,1.0,0.0
ghz,2,phase_flip,0.1,1,0.820000006808019,1.0,0.0
ghz,2,phase_flip,0.2,1,0.680000008266222,1.0,0.0
ghz,2,phase_flip,0.3,1,0.5800000087461364,1.0,0.0
ghz,2,phase_flip,0.4,1,0.5200000088531924,1.0,0.0
ghz,2,phase_flip,0.5,1,0.5000000088602835,1.0,0.0
ghz,2,depolarizing,0.0,1,0.9999999999999998,1.0,0.0
ghz,2,depolarizing,0.1,1,0.8575000035763618,0.900390625,0.099609375
ghz,2,depolarizing,0.2,1,0.730000004542138,0.808837890625,0.191162109375
ghz,2,depolarizing,0.3,1,0.6175000049722297,0.73876953125,0.26123046875
ghz,2,depolarizing,0.4,1,0.5200000051113929,0.66943359375,0.33056640625
ghz,2,depolarizing,0.5,1,0.43750000507536513,0.615478515625,0.384521484375
ghz,2,amplitude_damping,0.0,1,0.9999999999999998,1.0,0.0
ghz,2,amplitude_damping,0.1,1,0.905000000797425,0.90478515625,0.09521484375
ghz,2,amplitude_damping,0.2,1,0.820000001417645,0.831787109375,0.168212890625
ghz,2,amplitude_damping,0.3,1,0.7450000018606595,0.783935546875,0.216064453125
ghz,2,amplitude_damping,0.4,1,0.6800000021264673,0.75048828125,0.24951171875
ghz,2,amplitude_damping,0.5,1,0.6250000022150712,0.7421875,0.2578125
ghz,2,phase_damping,0.0,1,0.9999999999999998,1.0,0.0
ghz,2,phase_damping,0.1,1,0.9500000038621081,1.0,0.0
ghz,2,phase_damping,0.2,1,0.9000000053161693,1.0,0.0
ghz,2,phase_damping,0.3,1,0.850000006327507,1.0,0.0
ghz,2,phase_damping,0.4,1,0.800000007088227,1.0,0.0
ghz,2,phase_damping,0.5,1,0.7500000076732304,1.0,0.0
ghz,2,bit_flip,0.0,2,0.9999999999999998,1.0,0.0
ghz,2,bit_flip,0.1,2,0.7047999999999995,0.69384765625,0.30615234375
ghz,2,bit_flip,0.2,2,0.5647999999999996,0.55517578125,0.44482421875
ghz,2,bit_flip,0.3,2,0.5127999999999999,0.50341796875,0.49658203125
ghz,2,bit_flip,0.4,2,0.5007999999999999,0.490234375,0.509765625
ghz,2,bit_flip,0.5,2,0.5000000000000002,0.489501953125,0.510498046875
ghz,2,phase_flip,0.0,2,0.9999999999999998,1.0,0.0
ghz,2,phase_flip,0.1,2,0.7048000080829273,1.0,0.0
ghz,2,phase_flip,0.2,2,0.5648000087855586,1.0,0.0
ghz,2,phase_flip,0.3,2,0.5128000088573792,1.0,0.0
ghz,2,phase_flip,0.4,2,0.5008000088602724,1.0,0.0
ghz,2,phase_flip,0.5,2,0.5000000088602838,1.0,0.0
ghz,2,depolarizing,0.0,2,0.9999999999999998,1.0,0.0
ghz,2,depolarizing,0.1,2,0.7420750044759751,0.818359375,0.181640625
ghz,2,depolarizing,0.2,2,0.5572000050819025,0.69384765625,0.30615234375
ghz,2,depolarizing,0.3,2,0.43007500506521473,0.610595703125,0.389404296875
ghz,2,depolarizing,0.4,2,0.3472000048707619,0.55517578125,0.44482421875
ghz,2,depolarizing,0.5,2,0.29687500467433764,0.525634765625,0.474365234375
ghz,2,amplitude_damping,0.0,2,0.9999999999999998,1.0,0.0
ghz,2,amplitude_damping,0.1,2,0.8280500013635974,0.8388671875,0.1611328125
ghz,2,amplitude_damping,0.2,2,0.7048000020414085,0.75927734375,0.24072265625
ghz,2,amplitude_damping,0.3,2,0.6200500022141844,0.738525390625,0.261474609375
ghz,2,amplitude_damping,0.4,2,0.5648000020414095,0.765869140625,0.234130859375
ghz,2,amplitude_damping,0.5,2,0.5312500016613034,0.814453125,0.185546875
ghz,2,phase_damping,0.0,2,0.9999999999999998,1.0,0.0
ghz,2,phase_damping,0.1,2,0.905000005195934,1.0,0.0
ghz,2,phase_damping,0.2,2,0.8200000068080192,1.0,0.0
ghz,2,phase_damping,0.3,2,0.7450000077237076,1.0,0.0
ghz,2,phase_damping,0.4,2,0.6800000082662214,1.0,0.0
ghz,2,phase_damping,0.5,2,0.625000008578932,1.0,0.0
ghz,2,bit_flip,0.0,4,0.9999999999999998,1.0,0.0
ghz,2,bit_flip,0.1,4,0.5838860799999993,0.5732421875,0.4267578125
ghz,2,bit_flip,0.2,4,0.5083980799999992,0.49853515625,0.50146484375
ghz,2,bit_flip,0.3,4,0.5003276799999997,0.489501953125,0.510498046875
ghz,2,bit_flip,0.4,4,0.5000012800000003,0.489501953125,0.510498046875
ghz,2,bit_flip,0.5,4,0.5000000000000009,0.489501953125,0.510498046875
ghz,2,phase_flip,0.0,4,0.9999999999999998,1.0,0.0
ghz,2,phase_flip,0.1,4,0.5838860887346957,1.0,0.0
ghz,2,phase_flip,0.2,4,0.5083980888590331,1.0,0.0
ghz,2,phase_flip,0.3,4,0.5003276888602814,1.0,0.0
ghz,2,phase_flip,0.4,4,0.5000012888602832,1.0,0.0
ghz,2,phase_flip,0.5,4,0.5000000088602843,1.0,0.0
ghz,2,depolarizing,0.0,4,0.9999999999999998,1.0,0.0
ghz,2,depolarizing,0.1,4,0.5728504125608979,0.705810546875,0.294189453125
ghz,2,depolarizing,0.2,4,0.37582912495523174,0.5732421875,0.4267578125
ghz,2,depolarizing,0.3,4,0.2932360121576069,0.521484375,0.478515625
ghz,2,depolarizing,0.4,4,0.2625971245020922,0.49853515625,0.50146484375
ghz,2,depolarizing,0.5,4,0.25292969194731263,0.4912109375,0.5087890625
ghz,2,amplitude_damping,0.0,4,0.9999999999999998,1.0,0.0
ghz,2,amplitude_damping,0.1,4,0.7152336069991699,0.76416015625,0.23583984375
ghz,2,amplitude_damping,0.2,4,0.5838860821426629,0.75390625,0.24609375
ghz,2,amplitude_damping,0.3,4,0.5288240066165759,0.822021484375,0.177978515625
ghz,2,amplitude_damping,0.4,4,0.5083980809994739,0.894775390625,0.105224609375
ghz,2,amplitude_damping,0.5,4,0.5019531255191573,0.9453125,0.0546875
ghz,2,phase_damping,0.0,4,0.9999999999999998,1.0,0.0
ghz,2,phase_damping,0.1,4,0.8280500066866248,1.0,0.0
ghz,2,phase_damping,0.2,4,0.7048000080829284,1.0,0.0
ghz,2,phase_damping,0.3,4,0.6200500086011037,1.0,0.0
ghz,2,phase_damping,0.4,4,0.5648000087855591,1.0,0.0
ghz,2,phase_damping,0.5,4,0.5312500088429613,1.0,0.0
ghz,3,bit_flip,0.0,1,0.9999999999999998,1.0,0.0
ghz,3,bit_flip,0.1,1,0.7299999999999992,0.72216796875,0.27783203125
ghz,3,bit_flip,0.2,1,0.5199999999999998,0.512451171875,0.487548828125
ghz,3,bit_flip,0.3,1,0.3699999999999998,0.356201171875,0.643798828125
ghz,3,bit_flip,0.4,1,0.28,0.2724609375,0.7275390625
ghz,3,bit_flip,0.5,1,0.2500000000000001,0.23876953125,0.76123046875
ghz,3,phase_flip,0.0,1,0.9999999999999998,1.0,0.0
ghz,3,phase_flip,0.1,1,0.7560000076108541,1.0,0.0
ghz,3,phase_flip,0.2,1,0.6080000086511216,1.0,0.0
ghz,3,phase_flip,0.3,1,0.5320000088421191,1.0,0.0
ghz,3,phase_flip,0.4,1,0.5040000088599998,1.0,0.0
ghz,3,phase_flip,0.5,1,0.5000000088602837,1.0,0.0
ghz,3,depolarizing,0.0,1,0.9999999999999998,1.0,0.0
ghz,3,depolarizing,0.1,1,0.7932500040005451,0.851318359375,0.148681640625
ghz,3,depolarizing,0.2,1,0.6210000046103792,0.72216796875,0.27783203125
ghz,3,depolarizing,0.3,1,0.48025000454954003,0.60888671875,0.39111328125
ghz,3,depolarizing,0.4,1,0.3680000041910544,0.512451171875,0.487548828125
ghz,3,depolarizing,0.5,1,0.2812500037147866,0.426513671875,0.573486328125
ghz,3,amplitude_damping,0.0,1,0.9999999999999998,1.0,0.0
ghz,3,amplitude_damping,0.1,1,0.8594074843619586,0.86181640625,0.13818359375
ghz,3,amplitude_damping,0.2,1,0.7377708769670241,0.7529296875,0.2470703125
ghz,3,amplitude_damping,0.3,1,0.6353310101395877,0.66943359375,0.33056640625
ghz,3,amplitude_damping,0.4,1,0.5523790018141973,0.630859375,0.369140625
